run_id,k,window,lambda,w_window,p_miss,vip_stat,bad,rho_eff
seed=103__K=6__ts=20260119-135445__git=unknown__cfg=b63b76,6,1,3.400000,2,0.000000,0.042581,0,0.134901
seed=103__K=6__ts=20260119-135445__git=unknown__cfg=b63b76,6,4,3.400000,2,0.000000,0.044019,0,0.134901
seed=103__K=6__ts=20260119-135445__git=unknown__cfg=b63b76,6,6,2.700000,2,0.000000,0.040573,0,0.107127
seed=103__K=6__ts=20260119-135445__git=unknown__cfg=b63b76,6,7,4.700000,2,0.000000,0.044307,0,0.186480
seed=103__K=6__ts=20260119-135445__git=unknown__cfg=b63b76,6,10,3.500000,2,0.000000,0.043286,0,0.138868
seed=103__K=6__ts=20260119-135445__git=unknown__cfg=b63b76,6,11,4.600000,2,0.000000,0.041152,0,0.182513
seed=103__K=6__ts=20260119-135445__git=unknown__cfg=b63b76,6,13,4.200000,2,0.000000,0.053643,0,0.166642
seed=103__K=6__ts=20260119-135445__git=unknown__cfg=b63b76,6,18,3.500000,2,0.000000,0.047389,0,0.138868
seed=103__K=6__ts=20260119-135445__git=unknown__cfg=b63b76,6,19,3.900000,5,0.000000,0.044384,0,0.154739
seed=103__K=6__ts=20260119-135445__git=unknown__cfg=b63b76,6,20,24.500000,8,0.250000,26.425374,1,31.597078
seed=103__K=6__ts=20260119-135445__git=unknown__cfg=b63b76,6,22,24.400000,8,0.250000,30.032305,1,31.468111
seed=103__K=6__ts=20260119-135445__git=unknown__cfg=b63b76,6,23,24.000000,8,0.250000,27.172328,1,30.952240
seed=103__K=6__ts=20260119-135445__git=unknown__cfg=b63b76,6,27,22.300000,8,0.250000,58.799546,1,28.759790
seed=103__K=6__ts=20260119-135445__git=unknown__cfg=b63b76,6,29,24.700000,8,0.250000,45.225906,1,31.855014
seed=103__K=6__ts=20260119-135445__git=unknown__cfg=b63b76,6,30,21.300000,8,0.250000,36.351370,1,27.470113
seed=103__K=6__ts=20260119-135445__git=unknown__cfg=b63b76,6,32,22.300000,8,0.250000,15.557789,1,28.759790
seed=103__K=6__ts=20260119-135445__git=unknown__cfg=b63b76,6,37,25.200000,8,0.250000,30.247700,1,32.499852
seed=103__K=6__ts=20260119-135445__git=unknown__cfg=b63b76,6,38,21.400000,8,0.250000,20.443780,1,27.599081
seed=103__K=6__ts=20260119-135445__git=unknown__cfg=b63b76,6,39,23.300000,8,0.250000,11.371537,1,30.049466
seed=103__K=6__ts=20260119-135445__git=unknown__cfg=b63b76,6,41,6.100000,2,0.000000,0.046953,0,0.242028
seed=103__K=6__ts=20260119-135445__git=unknown__cfg=b63b76,6,43,5.600000,2,0.000000,0.041502,0,0.222189
seed=103__K=6__ts=20260119-135445__git=unknown__cfg=b63b76,6,45,3.000000,2,0.000000,0.043242,0,0.119030
seed=103__K=6__ts=20260119-135445__git=unknown__cfg=b63b76,6,46,4.900000,2,0.000000,0.041928,0,0.194416
seed=103__K=6__ts=20260119-135445__git=unknown__cfg=b63b76,6,47,4.400000,2,0.000000,0.039911,0,0.174577
seed=103__K=6__ts=20260119-135445__git=unknown__cfg=b63b76,6,50,5.300000,2,0.000000,0.045456,0,0.210286
seed=103__K=6__ts=20260119-135445__git=unknown__cfg=b63b76,6,51,4.100000,2,0.000000,0.042504,0,0.162674
seed=103__K=6__ts=20260119-135445__git=unknown__cfg=b63b76,6,53,5.600000,2,0.000000,0.044783,0,0.222189
seed=103__K=6__ts=20260119-135445__git=unknown__cfg=b63b76,6,56,4.600000,2,0.000000,0.043193,0,0.182513
seed=103__K=6__ts=20260119-135445__git=unknown__cfg=b63b76,6,57,4.400000,2,0.000000,0.058620,0,0.174577
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,1,4.200000,2,0.000000,0.047544,0,0.166642
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,2,4.200000,2,0.000000,0.047377,0,0.166642
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,3,5.000000,2,0.000000,0.044976,0,0.198383
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,4,3.900000,2,0.000000,0.051258,0,0.154739
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,7,4.100000,2,0.000000,0.042355,0,0.162674
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,9,4.200000,2,0.000000,0.042947,0,0.166642
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,10,4.700000,2,0.000000,0.040410,0,0.186480
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,11,4.600000,2,0.000000,0.040716,0,0.182513
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,12,4.400000,2,0.000000,0.044926,0,0.174577
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,14,3.600000,2,0.000000,0.044964,0,0.142836
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,16,3.800000,2,0.000000,0.043357,0,0.150771
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,17,4.000000,2,0.000000,0.045008,0,0.158707
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,18,4.000000,2,0.000000,0.037589,0,0.158707
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,20,21.400000,8,0.000000,0.112555,0,0.849081
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,22,23.200000,8,0.000000,0.127398,0,0.920499
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,23,22.300000,8,0.000000,0.122774,0,0.884790
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,28,21.200000,8,0.000000,0.136362,0,0.841145
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,29,20.500000,8,0.000000,0.126787,0,0.813372
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,30,21.300000,8,0.000000,0.108230,0,0.845113
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,32,23.500000,8,0.000000,0.115765,0,0.932402
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,34,24.100000,8,0.000000,0.140810,0,0.956208
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,39,21.600000,8,0.000000,0.124357,0,0.857016
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,40,4.300000,2,0.000000,0.063277,0,0.170610
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,41,4.100000,2,0.000000,0.048725,0,0.162674
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,42,4.100000,2,0.000000,0.043715,0,0.162674
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,44,4.200000,2,0.000000,0.043576,0,0.166642
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,46,3.000000,2,0.000000,0.045435,0,0.119030
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,47,4.100000,2,0.000000,0.042997,0,0.162674
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,48,3.900000,2,0.000000,0.042928,0,0.154739
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,51,4.300000,2,0.000000,0.043305,0,0.170610
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,52,3.100000,2,0.000000,0.040524,0,0.122998
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,54,4.100000,2,0.000000,0.044568,0,0.162674
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,55,5.000000,2,0.000000,0.052282,0,0.198383
seed=101__K=8__ts=20260119-143611__git=unknown__cfg=7db6a1,8,59,3.600000,2,0.000000,0.042561,0,0.142836
seed=102__K=8__ts=20260119-144619__git=unknown__cfg=c9df59,8,0,4.300000,2,0.000000,0.044242,0,0.170610
seed=102__K=8__ts=20260119-144619__git=unknown__cfg=c9df59,8,1,4.400000,2,0.000000,0.055893,0,0.174577
seed=102__K=8__ts=20260119-144619__git=unknown__cfg=c9df59,8,2,3.900000,2,0.000000,0.044331,0,0.154739
seed=102__K=8__ts=20260119-144619__git=unknown__cfg=c9df59,8,7,3.900000,2,0.000000,0.043936,0,0.154739
seed=102__K=8__ts=20260119-144619__git=unknown__cfg=c9df59,8,8,4.300000,2,0.000000,0.043231,0,0.170610
seed=102__K=8__ts=20260119-144619__git=unknown__cfg=c9df59,8,10,3.600000,2,0.000000,0.045520,0,0.142836
seed=102__K=8__ts=20260119-144619__git=unknown__cfg=c9df59,8,13,4.600000,2,0.000000,0.043231,0,0.182513
seed=102__K=8__ts=20260119-144619__git=unknown__cfg=c9df59,8,16,4.200000,2,0.000000,0.052422,0,0.166642
seed=102__K=8__ts=20260119-144619__git=unknown__cfg=c9df59,8,18,3.700000,2,0.000000,0.042050,0,0.146804
seed=102__K=8__ts=20260119-144619__git=unknown__cfg=c9df59,8,21,20.800000,8,0.000000,0.148803,0,0.825275
seed=102__K=8__ts=20260119-144619__git=unknown__cfg=c9df59,8,26,22.700000,8,0.000000,0.116046,0,0.900660
seed=102__K=8__ts=20260119-144619__git=unknown__cfg=c9df59,8,28,22.100000,8,0.000000,0.121976,0,0.876854
seed=102__K=8__ts=20260119-144619__git=unknown__cfg=c9df59,8,30,24.000000,8,0.000000,0.121005,0,0.952240
seed=102__K=8__ts=20260119-144619__git=unknown__cfg=c9df59,8,36,21.800000,8,0.000000,0.105361,0,0.864951
seed=102__K=8__ts=20260119-144619__git=unknown__cfg=c9df59,8,38,22.800000,8,0.000000,0.132427,0,0.904628
seed=102__K=8__ts=20260119-144619__git=unknown__cfg=c9df59,8,44,4.000000,2,0.000000,0.057084,0,0.158707
seed=102__K=8__ts=20260119-144619__git=unknown__cfg=c9df59,8,46,3.800000,2,0.000000,0.039487,0,0.150771
seed=102__K=8__ts=20260119-144619__git=unknown__cfg=c9df59,8,47,4.200000,2,0.000000,0.042909,0,0.166642
seed=102__K=8__ts=20260119-144619__git=unknown__cfg=c9df59,8,48,3.100000,2,0.000000,0.044362,0,0.122998
seed=102__K=8__ts=20260119-144619__git=unknown__cfg=c9df59,8,49,3.400000,2,0.000000,0.045259,0,0.134901
seed=102__K=8__ts=20260119-144619__git=unknown__cfg=c9df59,8,50,3.900000,2,0.000000,0.042461,0,0.154739
seed=102__K=8__ts=20260119-144619__git=unknown__cfg=c9df59,8,52,3.900000,2,0.000000,0.042119,0,0.154739
seed=102__K=8__ts=20260119-144619__git=unknown__cfg=c9df59,8,55,3.600000,2,0.000000,0.057954,0,0.142836
seed=102__K=8__ts=20260119-144619__git=unknown__cfg=c9df59,8,56,4.400000,2,0.000000,0.044910,0,0.174577
seed=102__K=8__ts=20260119-144619__git=unknown__cfg=c9df59,8,57,3.700000,2,0.000000,0.043652,0,0.146804
seed=102__K=8__ts=20260119-144619__git=unknown__cfg=c9df59,8,58,3.700000,2,0.000000,0.042254,0,0.146804
seed=103__K=8__ts=20260119-145628__git=unknown__cfg=94ab42,8,1,3.400000,2,0.000000,0.044894,0,0.134901
seed=103__K=8__ts=20260119-145628__git=unknown__cfg=94ab42,8,4,3.400000,2,0.000000,0.043468,0,0.134901
seed=103__K=8__ts=20260119-145628__git=unknown__cfg=94ab42,8,6,2.700000,2,0.000000,0.042301,0,0.107127
seed=103__K=8__ts=20260119-145628__git=unknown__cfg=94ab42,8,7,4.700000,2,0.000000,0.045957,0,0.186480
seed=103__K=8__ts=20260119-145628__git=unknown__cfg=94ab42,8,10,3.500000,2,0.000000,0.044802,0,0.138868
seed=103__K=8__ts=20260119-145628__git=unknown__cfg=94ab42,8,11,4.600000,2,0.000000,0.050045,0,0.182513
seed=103__K=8__ts=20260119-145628__git=unknown__cfg=94ab42,8,13,4.200000,2,0.000000,0.056454,0,0.166642
seed=103__K=8__ts=20260119-145628__git=unknown__cfg=94ab42,8,18,3.500000,2,0.000000,0.047056,0,0.138868
seed=103__K=8__ts=20260119-145628__git=unknown__cfg=94ab42,8,19,3.900000,5,0.000000,0.043869,0,0.154739
seed=103__K=8__ts=20260119-145628__git=unknown__cfg=94ab42,8,20,24.500000,8,0.000000,0.133127,0,0.972078
seed=103__K=8__ts=20260119-145628__git=unknown__cfg=94ab42,8,22,24.400000,8,0.000000,0.123928,0,0.968111
seed=103__K=8__ts=20260119-145628__git=unknown__cfg=94ab42,8,23,24.000000,8,0.000000,0.116077,0,0.952240
seed=103__K=8__ts=20260119-145628__git=unknown__cfg=94ab42,8,27,22.200000,8,0.000000,0.119028,0,0.880822
seed=103__K=8__ts=20260119-145628__git=unknown__cfg=94ab42,8,29,24.600000,8,0.000000,0.124907,0,0.976046
seed=103__K=8__ts=20260119-145628__git=unknown__cfg=94ab42,8,30,21.100000,8,0.000000,0.112287,0,0.837178
seed=103__K=8__ts=20260119-145628__git=unknown__cfg=94ab42,8,32,22.300000,8,0.000000,0.110983,0,0.884790
seed=103__K=8__ts=20260119-145628__git=unknown__cfg=94ab42,8,37,25.000000,8,0.000000,0.155084,0,0.991917
seed=103__K=8__ts=20260119-145628__git=unknown__cfg=94ab42,8,38,21.400000,8,0.000000,0.146750,0,0.849081
seed=103__K=8__ts=20260119-145628__git=unknown__cfg=94ab42,8,39,23.400000,8,0.000000,0.116741,0,0.928434
seed=103__K=8__ts=20260119-145628__git=unknown__cfg=94ab42,8,41,6.100000,2,0.000000,0.045826,0,0.242028
seed=103__K=8__ts=20260119-145628__git=unknown__cfg=94ab42,8,43,5.600000,2,0.000000,0.040614,0,0.222189
seed=103__K=8__ts=20260119-145628__git=unknown__cfg=94ab42,8,45,3.000000,2,0.000000,0.044213,0,0.119030
seed=103__K=8__ts=20260119-145628__git=unknown__cfg=94ab42,8,46,4.900000,2,0.000000,0.048503,0,0.194416
seed=103__K=8__ts=20260119-145628__git=unknown__cfg=94ab42,8,47,4.400000,2,0.000000,0.045086,0,0.174577
seed=103__K=8__ts=20260119-145628__git=unknown__cfg=94ab42,8,50,5.300000,2,0.000000,0.047740,0,0.210286
seed=103__K=8__ts=20260119-145628__git=unknown__cfg=94ab42,8,51,4.100000,2,0.000000,0.046119,0,0.162674
seed=103__K=8__ts=20260119-145628__git=unknown__cfg=94ab42,8,53,5.700000,2,0.000000,0.044025,0,0.226157
seed=103__K=8__ts=20260119-145628__git=unknown__cfg=94ab42,8,56,4.600000,2,0.000000,0.047126,0,0.182513
seed=103__K=8__ts=20260119-145628__git=unknown__cfg=94ab42,8,57,4.400000,2,0.000000,0.044025,0,0.174577
